# PAGES2kv2_NAm-co553LMR475 - from PAGES Phase 2 v1.9.0
#-----------------------------------------------------------------------
#		World Data Center for Paleoclimatology, Boulder
#				and
#		NOAA Paleoclimatology Program
#-----------------------------------------------------------------------
# NOTE: Please cite Publication, and Online_Resource and date accessed when using these data.
# If there is no publication information, please cite Investigators, Title, and Online_Resource and date accessed.
#
#
# Online_Resource:
#
# Original_Source_URL:
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# Archive: Tree Rings
#--------------------
# Contribution_Date
#	Date: 2016-05-04
#--------------------
# Title
#	Study_Name: PAGES2kv2_NAm-co553LMR475 - from PAGES Phase 2 v1.9.0
#--------------------
# Investigators
#	Investigators: Harlan. T.; Candova, M.; Reines, D.L.; Wu, R
#--------------------
# Description_and_Notes
#	Description: Data from PAGES second data collation effort.
#--------------------
# Publication
#	Authors: Harlan. T.; Candova, M.; Reines, D.L.; Wu, R
#	Published_Date_or_Year: 
#	Published_Title: 
#	Journal_Name: 
#	Volume: 
#	Edition:
#	Issue:
#	Pages: 
#	DOI: 
#	Online_Resource:
#	Full_Citation:
#	Abstract:
#--------------------
# Funding_Agency
#	
#	Grant:
#--------------------
# Site_Information
#	Site_Name: Pike Peaks 
#	Location: 
#	Country: 
#	Northernmost_Latitude: 39.3
#	Southernmost_Latitude: 39.3
#	Easternmost_Longitude: -105
#	Westernmost_Longitude: -105
#	Elevation: 
#--------------------
# Data_Collection
#	Collection_Name: PAGES2kv2_NAm-co553LMR475
#	Earliest_Year: 1530
#	Most_Recent_Year: 1983
#	Time_Unit: y_ad
#	Core_Length:
#	Notes: {"database":{"database1":"LMR","database2":"PAGES2"}}{"climateInterpretation":{"basis":"", "climateVariable":"T", "climateVariableDetail":"air", "interpDirection":"positive", "seasonality":"[6, 7, 8]"}}
#--------------------
# Species
#	Species_Name: 
#	Species_Code: 
#--------------------
# Chronology:
#
#
#
#--------------------
# Variables
#
# Data variables follow that are preceded by ## in columns one and two.
# Data line variables format:  Variables list, one per line, shortname-tab-longname-tab-longname components (9 components: what, material, error, units, seasonality, archive, detail, method, C or N for Character or Numeric data)
#
##age	age, , ,years AD, , , , ,N
##MXD	maximum latewood density, , , , "[6, 7, 8]", Tree Rings, , ,N
#
#--------------------
# Data:
# Data lines follow (have no #)
# Data line format - tab-delimited text, variable short name as header
# Missing Values: nan
#
age	MXD
1530	1.016
1531	0.984
1532	0.921
1533	0.815
1534	0.826
1535	0.868
1536	0.89
1537	0.986
1538	0.954
1539	0.965
1540	0.933
1541	0.88
1542	0.901
1543	0.859
1544	0.88
1545	0.902
1546	0.945
1547	0.956
1548	1.052
1549	0.988
1550	0.988
1551	0.974
1552	0.952
1553	0.956
1554	0.976
1555	0.955
1556	0.927
1557	0.931
1558	0.937
1559	0.922
1560	0.988
1561	1.043
1562	1.024
1563	1.03
1564	1.042
1565	0.983
1566	0.973
1567	1.046
1568	1.012
1569	0.967
1570	0.944
1571	1.016
1572	0.935
1573	1.03
1574	0.996
1575	1.015
1576	1.065
1577	1.005
1578	0.929
1579	1.012
1580	1.072
1581	0.914
1582	1.052
1583	1.025
1584	0.995
1585	1.001
1586	1.0
1587	0.946
1588	0.83
1589	1.093
1590	1.063
1591	1.028
1592	1.049
1593	0.987
1594	0.948
1595	1.021
1596	1.061
1597	1.062
1598	0.998
1599	0.967
1600	1.041
1601	0.8
1602	1.032
1603	0.994
1604	0.982
1605	0.999
1606	0.982
1607	0.947
1608	1.006
1609	0.949
1610	1.066
1611	0.988
1612	1.027
1613	1.105
1614	1.095
1615	1.013
1616	0.974
1617	1.051
1618	1.018
1619	1.038
1620	1.047
1621	0.946
1622	1.008
1623	1.0
1624	1.002
1625	1.033
1626	0.986
1627	0.925
1628	0.892
1629	0.913
1630	0.95
1631	1.037
1632	1.087
1633	0.969
1634	1.016
1635	1.002
1636	1.068
1637	1.027
1638	0.951
1639	1.047
1640	1.087
1641	0.965
1642	0.997
1643	0.968
1644	0.906
1645	0.988
1646	0.959
1647	0.967
1648	0.907
1649	1.051
1650	0.999
1651	1.043
1652	1.028
1653	1.051
1654	1.039
1655	1.02
1656	1.055
1657	0.998
1658	0.986
1659	1.021
1660	0.957
1661	1.019
1662	0.941
1663	0.996
1664	1.002
1665	0.956
1666	0.937
1667	0.912
1668	0.964
1669	0.927
1670	0.964
1671	0.944
1672	0.971
1673	0.903
1674	0.975
1675	0.923
1676	1.027
1677	0.988
1678	1.02
1679	0.945
1680	0.904
1681	0.943
1682	0.897
1683	0.954
1684	0.949
1685	0.953
1686	0.999
1687	0.907
1688	0.862
1689	0.965
1690	0.995
1691	0.94
1692	0.931
1693	0.989
1694	0.906
1695	0.874
1696	1.019
1697	0.997
1698	0.84
1699	0.954
1700	0.951
1701	0.95
1702	0.895
1703	0.944
1704	0.967
1705	0.994
1706	0.87
1707	1.006
1708	0.998
1709	0.996
1710	1.007
1711	1.059
1712	0.998
1713	1.025
1714	0.897
1715	1.04
1716	0.988
1717	1.002
1718	0.977
1719	1.033
1720	1.009
1721	0.998
1722	1.001
1723	0.986
1724	1.023
1725	0.916
1726	0.959
1727	0.99
1728	1.043
1729	1.064
1730	0.978
1731	0.971
1732	0.959
1733	0.998
1734	0.955
1735	1.003
1736	0.956
1737	1.05
1738	0.984
1739	1.026
1740	0.946
1741	1.028
1742	1.031
1743	0.947
1744	1.05
1745	1.026
1746	0.969
1747	1.065
1748	1.031
1749	1.027
1750	0.967
1751	0.994
1752	1.022
1753	1.009
1754	1.01
1755	0.995
1756	1.076
1757	1.009
1758	0.95
1759	1.047
1760	1.007
1761	0.818
1762	1.069
1763	0.986
1764	0.952
1765	1.103
1766	0.972
1767	1.094
1768	0.981
1769	1.046
1770	1.076
1771	1.046
1772	1.075
1773	1.054
1774	1.131
1775	1.064
1776	1.042
1777	1.099
1778	1.061
1779	0.976
1780	1.101
1781	1.055
1782	0.969
1783	1.051
1784	1.029
1785	1.035
1786	1.011
1787	1.066
1788	1.056
1789	0.996
1790	1.017
1791	0.967
1792	1.037
1793	0.989
1794	1.05
1795	1.037
1796	1.022
1797	1.012
1798	1.062
1799	1.055
1800	0.995
1801	1.066
1802	1.016
1803	1.06
1804	1.05
1805	0.919
1806	1.012
1807	1.021
1808	1.004
1809	1.002
1810	0.986
1811	1.041
1812	0.941
1813	1.03
1814	1.083
1815	0.985
1816	0.939
1817	0.979
1818	0.895
1819	0.98
1820	0.994
1821	1.008
1822	1.029
1823	1.024
1824	0.994
1825	1.061
1826	1.005
1827	0.984
1828	0.854
1829	1.086
1830	1.056
1831	0.831
1832	0.844
1833	0.968
1834	1.01
1835	0.899
1836	0.904
1837	0.939
1838	0.934
1839	0.923
1840	0.937
1841	0.921
1842	0.908
1843	0.971
1844	0.958
1845	0.965
1846	1.069
1847	0.949
1848	1.003
1849	1.072
1850	1.04
1851	1.025
1852	1.01
1853	1.037
1854	1.008
1855	1.057
1856	1.061
1857	0.964
1858	0.991
1859	1.072
1860	1.022
1861	1.05
1862	1.043
1863	1.084
1864	1.057
1865	1.045
1866	0.846
1867	1.02
1868	0.843
1869	0.997
1870	0.999
1871	1.104
1872	0.965
1873	1.04
1874	1.067
1875	0.937
1876	1.06
1877	0.962
1878	1.034
1879	1.002
1880	0.935
1881	1.09
1882	0.998
1883	1.013
1884	0.907
1885	0.986
1886	1.042
1887	1.043
1888	1.008
1889	1.09
1890	1.027
1891	1.01
1892	1.031
1893	0.987
1894	1.041
1895	1.076
1896	1.09
1897	1.054
1898	1.084
1899	0.95
1900	0.984
1901	0.986
1902	1.061
1903	1.016
1904	0.902
1905	1.032
1906	0.963
1907	0.992
1908	0.943
1909	0.99
1910	1.029
1911	0.993
1912	1.031
1913	1.084
1914	1.052
1915	0.912
1916	1.058
1917	0.939
1918	1.023
1919	1.083
1920	0.924
1921	1.03
1922	1.072
1923	0.942
1924	1.104
1925	0.92
1926	1.073
1927	0.95
1928	1.063
1929	1.072
1930	1.0
1931	1.089
1932	1.079
1933	1.049
1934	1.09
1935	1.023
1936	1.088
1937	1.024
1938	1.059
1939	1.107
1940	1.068
1941	1.022
1942	0.996
1943	0.928
1944	0.835
1945	0.852
1946	0.937
1947	0.97
1948	1.032
1949	1.056
1950	0.953
1951	1.073
1952	1.089
1953	1.0
1954	1.034
1955	0.965
1956	0.955
1957	0.908
1958	1.018
1959	1.029
1960	1.059
1961	0.914
1962	0.964
1963	1.037
1964	0.964
1965	0.897
1966	0.951
1967	0.833
1968	0.856
1969	0.974
1970	0.996
1971	0.942
1972	0.981
1973	1.012
1974	1.038
1975	1.061
1976	1.008
1977	1.079
1978	1.052
1979	0.984
1980	1.041
1981	1.011
1982	1.057
1983	1.109
