# PAGES2kv2_NAm-cana063LMR417 - from PAGES Phase 2 v1.9.0
#-----------------------------------------------------------------------
#		World Data Center for Paleoclimatology, Boulder
#				and
#		NOAA Paleoclimatology Program
#-----------------------------------------------------------------------
# NOTE: Please cite Publication, and Online_Resource and date accessed when using these data.
# If there is no publication information, please cite Investigators, Title, and Online_Resource and date accessed.
#
#
# Online_Resource:
#
# Original_Source_URL:
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# Archive: Tree Rings
#--------------------
# Contribution_Date
#	Date: 2016-05-04
#--------------------
# Title
#	Study_Name: PAGES2kv2_NAm-cana063LMR417 - from PAGES Phase 2 v1.9.0
#--------------------
# Investigators
#	Investigators: Schweingruber, F.H.
#--------------------
# Description_and_Notes
#	Description: Data from PAGES second data collation effort.
#--------------------
# Publication
#	Authors: Schweingruber, F.H.
#	Published_Date_or_Year: 
#	Published_Title: 
#	Journal_Name: 
#	Volume: 
#	Edition:
#	Issue:
#	Pages: 
#	DOI: 
#	Online_Resource:
#	Full_Citation:
#	Abstract:
#--------------------
# Funding_Agency
#	
#	Grant:
#--------------------
# Site_Information
#	Site_Name: Wakuach Lake 
#	Location: 
#	Country: 
#	Northernmost_Latitude: 55.3
#	Southernmost_Latitude: 55.3
#	Easternmost_Longitude: -67.1
#	Westernmost_Longitude: -67.1
#	Elevation: 
#--------------------
# Data_Collection
#	Collection_Name: PAGES2kv2_NAm-cana063LMR417
#	Earliest_Year: 1695
#	Most_Recent_Year: 1988
#	Time_Unit: y_ad
#	Core_Length:
#	Notes: {"database":{"database1":"LMR","database2":"PAGES2"}}{"climateInterpretation":{"basis":"", "climateVariable":"T", "climateVariableDetail":"air", "interpDirection":"positive", "seasonality":"[6, 7, 8]"}}
#--------------------
# Species
#	Species_Name: 
#	Species_Code: 
#--------------------
# Chronology:
#
#
#
#--------------------
# Variables
#
# Data variables follow that are preceded by ## in columns one and two.
# Data line variables format:  Variables list, one per line, shortname-tab-longname-tab-longname components (9 components: what, material, error, units, seasonality, archive, detail, method, C or N for Character or Numeric data)
#
##age	age, , ,years AD, , , , ,N
##MXD	maximum latewood density, , , , "[6, 7, 8]", Tree Rings, , ,N
#
#--------------------
# Data:
# Data lines follow (have no #)
# Data line format - tab-delimited text, variable short name as header
# Missing Values: nan
#
age	MXD
1695	0.985
1696	0.982
1697	0.979
1698	1.067
1699	1.006
1700	1.031
1701	0.995
1702	1.028
1703	1.009
1704	1.029
1705	0.997
1706	1.022
1707	1.033
1708	0.932
1709	0.884
1710	1.0
1711	1.009
1712	0.97
1713	0.997
1714	0.97
1715	0.972
1716	0.836
1717	1.039
1718	1.01
1719	0.97
1720	0.997
1721	0.988
1722	0.971
1723	0.89
1724	0.983
1725	1.018
1726	0.927
1727	0.992
1728	0.982
1729	1.013
1730	0.947
1731	0.982
1732	0.973
1733	1.051
1734	1.034
1735	1.06
1736	1.035
1737	1.044
1738	1.094
1739	0.96
1740	0.872
1741	1.061
1742	1.046
1743	1.002
1744	1.034
1745	1.01
1746	0.961
1747	1.018
1748	0.878
1749	1.021
1750	0.969
1751	1.179
1752	0.988
1753	0.919
1754	1.09
1755	0.922
1756	1.073
1757	0.868
1758	1.02
1759	0.964
1760	0.909
1761	1.014
1762	0.971
1763	1.111
1764	0.906
1765	0.996
1766	1.094
1767	0.948
1768	0.984
1769	1.048
1770	0.869
1771	0.852
1772	1.005
1773	0.993
1774	1.016
1775	0.951
1776	1.046
1777	0.924
1778	1.07
1779	0.928
1780	0.962
1781	1.116
1782	1.031
1783	0.908
1784	0.894
1785	1.04
1786	0.991
1787	1.099
1788	0.97
1789	1.009
1790	0.919
1791	0.967
1792	0.862
1793	1.039
1794	1.031
1795	0.943
1796	1.005
1797	1.032
1798	0.984
1799	1.009
1800	0.861
1801	1.065
1802	1.043
1803	0.979
1804	1.005
1805	1.103
1806	0.999
1807	1.107
1808	1.046
1809	1.06
1810	1.03
1811	0.977
1812	1.142
1813	1.003
1814	0.963
1815	1.069
1816	0.634
1817	0.731
1818	1.071
1819	0.939
1820	1.125
1821	0.957
1822	0.97
1823	1.071
1824	0.896
1825	0.93
1826	1.043
1827	1.035
1828	1.115
1829	1.033
1830	1.063
1831	1.089
1832	0.88
1833	0.932
1834	1.069
1835	0.932
1836	0.83
1837	1.051
1838	0.992
1839	1.033
1840	1.09
1841	1.07
1842	1.047
1843	0.991
1844	1.088
1845	0.881
1846	1.03
1847	0.984
1848	1.084
1849	1.071
1850	1.09
1851	0.991
1852	0.978
1853	0.883
1854	1.041
1855	0.903
1856	1.074
1857	1.004
1858	1.136
1859	1.038
1860	1.093
