# PAGES2kv2_Eur-FinnishLakes_Helama_2014LMR340 - from PAGES Phase 2 v1.9.0
#-----------------------------------------------------------------------
#		World Data Center for Paleoclimatology, Boulder
#				and
#		NOAA Paleoclimatology Program
#-----------------------------------------------------------------------
# NOTE: Please cite Publication, and Online_Resource and date accessed when using these data.
# If there is no publication information, please cite Investigators, Title, and Online_Resource and date accessed.
#
#
# Online_Resource:
#
# Original_Source_URL:
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# Archive: Tree Rings
#--------------------
# Contribution_Date
#	Date: 2016-05-04
#--------------------
# Title
#	Study_Name: PAGES2kv2_Eur-FinnishLakes_Helama_2014LMR340 - from PAGES Phase 2 v1.9.0
#--------------------
# Investigators
#	Investigators: Helama, Samuli,Vartiainen, Matti,Holopainen, Jari,Mäkelä, Hanna,Kolström, Taneli,Meriläinen, Jouko
#--------------------
# Description_and_Notes
#	Description: Data from PAGES second data collation effort.
#--------------------
# Publication
#	Authors: Helama, Samuli,Vartiainen, Matti,Holopainen, Jari,Mäkelä, Hanna,Kolström, Taneli,Meriläinen, Jouko
#	Published_Date_or_Year: 
#	Published_Title: A palaeotemperature record for the Finnish Lakeland based on microdensitometric variations in tree rings
#	Journal_Name: 
#	Volume: 
#	Edition:
#	Issue:
#	Pages: 
#	DOI: 10.2478/s13386-013-0163-0
#	Online_Resource:
#	Full_Citation:
#	Abstract:
#--------------------
# Funding_Agency
#	
#	Grant:
#--------------------
# Site_Information
#	Site_Name: Finnish Lakelands
#	Location: 
#	Country: 
#	Northernmost_Latitude: 56.125
#	Southernmost_Latitude: 56.125
#	Easternmost_Longitude: 28.325
#	Westernmost_Longitude: 28.325
#	Elevation: 
#--------------------
# Data_Collection
#	Collection_Name: PAGES2kv2_Eur-FinnishLakes_Helama_2014LMR340
#	Earliest_Year: 760
#	Most_Recent_Year: 2000
#	Time_Unit: y_ad
#	Core_Length:
#	Notes: {"database":{"database1":"LMR","database2":"PAGES2"}}{"climateInterpretation":{"basis":"correlation with local meteorological correlation", "climateVariable":"T", "climateVariableDetail":"air", "interpDirection":"positive", "seasonality":"[6, 7, 8]"}}
#--------------------
# Species
#	Species_Name: 
#	Species_Code: 
#--------------------
# Chronology:
#
#
#
#--------------------
# Variables
#
# Data variables follow that are preceded by ## in columns one and two.
# Data line variables format:  Variables list, one per line, shortname-tab-longname-tab-longname components (9 components: what, material, error, units, seasonality, archive, detail, method, C or N for Character or Numeric data)
#
##age	age, , ,years AD, , , , ,N
##temp	reconstructed temperature from tree ring densities, , , degrees C, "[6, 7, 8]", Tree Rings, , ,N
#
#--------------------
# Data:
# Data lines follow (have no #)
# Data line format - tab-delimited text, variable short name as header
# Missing Values: nan
#
age	temp
2000	14.603
1999	14.643
1998	12.074
1997	13.898
1996	13.671
1995	13.411
1994	14.679
1993	11.975
1992	13.468
1991	12.9
1990	13.436
1989	14.811
1988	15.153
1987	10.574
1986	15.24
1985	11.387
1984	12.044
1983	14.233
1982	13.965
1981	12.172
1980	12.489
1979	14.043
1978	11.701
1977	12.262
1976	12.229
1975	13.898
1974	12.152
1973	13.571
1972	13.118
1971	12.612
1970	12.755
1969	12.966
1968	12.416
1967	13.666
1966	12.885
1965	11.855
1964	12.613
1963	13.235
1962	11.249
1961	12.515
1960	13.429
1959	13.872
1958	12.784
1957	13.043
1956	11.671
1955	13.632
1954	12.904
1953	12.936
1952	11.634
1951	13.11
1950	13.033
1949	12.9
1948	13.722
1947	14.11
1946	13.89
1945	13.118
1944	12.678
1943	12.646
1942	12.511
1941	12.517
1940	12.543
1939	13.381
1938	13.589
1937	13.783
1936	13.304
1935	11.555
1934	13.583
1933	12.499
1932	13.023
1931	13.033
1930	13.174
1929	12.467
1928	11.513
1927	12.635
1926	12.57
1925	13.272
1924	13.1
1923	10.569
1922	12.482
1921	12.746
1920	13.279
1919	12.949
1918	11.599
1917	12.925
1916	12.133
1915	12.073
1914	12.253
1913	12.451
1912	12.514
1911	12.435
1910	12.369
1909	11.601
1908	13.161
1907	11.929
1906	13.749
1905	12.584
1904	11.177
1903	12.294
1902	9.438
1901	12.855
1900	12.098
1899	9.65
1898	12.301
1897	12.971
1896	13.032
1895	12.533
1894	13.31
1893	11.764
1892	11.011
1891	12.223
1890	12.597
1889	12.149
1888	11.973
1887	12.742
1886	12.953
1885	11.775
1884	11.68
1883	11.808
1882	12.858
1881	10.841
1880	11.986
1879	12.037
1878	11.034
1877	9.554
1876	11.668
1875	12.29
1874	11.208
1873	12.001
1872	12.781
1871	11.05
1870	12.29
1869	11.254
1868	13.174
1867	9.534
1866	10.976
1865	11.105
1864	10.545
1863	10.662
1862	10.549
1861	11.915
1860	11.951
1859	11.633
1858	13.005
1857	11.5
1856	10.36
1855	12.0
1854	12.734
1853	11.458
1852	12.199
1851	11.528
1850	12.51
1849	11.615
1848	11.456
1847	11.988
1846	12.596
1845	11.837
1844	11.409
1843	11.437
1842	11.908
1841	11.739
1840	11.207
1839	11.398
1838	10.426
1837	11.476
1836	10.388
1835	10.447
1834	12.438
1833	10.057
1832	10.18
1831	12.947
1830	10.764
1829	11.467
1828	11.605
1827	11.461
1826	12.883
1825	11.236
1824	11.48
1823	12.355
1822	12.219
1821	10.298
1820	12.353
1819	13.032
1818	11.14
1817	12.087
1816	11.914
1815	10.71
1814	12.104
1813	11.597
1812	10.465
1811	12.122
1810	10.035
1809	11.836
1808	12.113
1807	12.158
1806	10.996
1805	10.9
