# PAGES2kv2_NAm-me010LMR484 - from PAGES Phase 2 v1.9.0
#-----------------------------------------------------------------------
#		World Data Center for Paleoclimatology, Boulder
#				and
#		NOAA Paleoclimatology Program
#-----------------------------------------------------------------------
# NOTE: Please cite Publication, and Online_Resource and date accessed when using these data.
# If there is no publication information, please cite Investigators, Title, and Online_Resource and date accessed.
#
#
# Online_Resource:
#
# Original_Source_URL:
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# Archive: Tree Rings
#--------------------
# Contribution_Date
#	Date: 2016-05-04
#--------------------
# Title
#	Study_Name: PAGES2kv2_NAm-me010LMR484 - from PAGES Phase 2 v1.9.0
#--------------------
# Investigators
#	Investigators: Conkey, L.E.
#--------------------
# Description_and_Notes
#	Description: Data from PAGES second data collation effort.
#--------------------
# Publication
#	Authors: Conkey, L.E.
#	Published_Date_or_Year: 
#	Published_Title: 
#	Journal_Name: 
#	Volume: 
#	Edition:
#	Issue:
#	Pages: 
#	DOI: 
#	Online_Resource:
#	Full_Citation:
#	Abstract:
#--------------------
# Funding_Agency
#	
#	Grant:
#--------------------
# Site_Information
#	Site_Name: Elephant Mountain 
#	Location: 
#	Country: 
#	Northernmost_Latitude: 44.8
#	Southernmost_Latitude: 44.8
#	Easternmost_Longitude: -70.8
#	Westernmost_Longitude: -70.8
#	Elevation: 
#--------------------
# Data_Collection
#	Collection_Name: PAGES2kv2_NAm-me010LMR484
#	Earliest_Year: 1667
#	Most_Recent_Year: 1977
#	Time_Unit: y_ad
#	Core_Length:
#	Notes: {"database":{"database1":"LMR","database2":"PAGES2"}}{"climateInterpretation":{"basis":"", "climateVariable":"T", "climateVariableDetail":"air", "interpDirection":"positive", "seasonality":"[6, 7, 8]"}}
#--------------------
# Species
#	Species_Name: 
#	Species_Code: 
#--------------------
# Chronology:
#
#
#
#--------------------
# Variables
#
# Data variables follow that are preceded by ## in columns one and two.
# Data line variables format:  Variables list, one per line, shortname-tab-longname-tab-longname components (9 components: what, material, error, units, seasonality, archive, detail, method, C or N for Character or Numeric data)
#
##age	age, , ,years AD, , , , ,N
##MXD	maximum latewood density, , , , "[6, 7, 8]", Tree Rings, , ,N
#
#--------------------
# Data:
# Data lines follow (have no #)
# Data line format - tab-delimited text, variable short name as header
# Missing Values: nan
#
age	MXD
1667	0.901
1668	0.901
1669	0.939
1670	0.911
1671	0.958
1672	0.937
1673	0.855
1674	0.97
1675	0.963
1676	0.904
1677	0.861
1678	0.969
1679	0.948
1680	0.959
1681	0.997
1682	0.901
1683	0.896
1684	1.009
1685	0.973
1686	0.997
1687	0.997
1688	1.009
1689	0.977
1690	0.979
1691	0.993
1692	0.921
1693	0.978
1694	0.911
1695	1.026
1696	0.949
1697	0.967
1698	0.871
1699	0.984
1700	1.011
1701	0.956
1702	0.989
1703	0.932
1704	0.909
1705	0.896
1706	0.916
1707	0.99
1708	0.939
1709	0.949
1710	0.903
1711	0.907
1712	0.945
1713	0.959
1714	1.0
1715	0.91
1716	1.012
1717	0.994
1718	0.925
1719	0.921
1720	0.797
1721	0.813
1722	1.025
1723	1.045
1724	0.945
1725	0.856
1726	0.975
1727	1.01
1728	1.0
1729	1.049
1730	0.948
1731	0.893
1732	0.992
1733	0.885
1734	0.939
1735	0.941
1736	0.905
1737	0.961
1738	0.979
1739	0.945
1740	0.836
1741	0.949
1742	0.973
1743	1.008
1744	0.984
1745	0.989
1746	0.994
1747	1.041
1748	1.014
1749	1.05
1750	0.981
1751	0.958
1752	0.994
1753	1.021
1754	1.038
1755	0.999
1756	1.011
1757	0.904
1758	0.969
1759	0.932
1760	0.953
1761	1.065
1762	0.998
1763	1.023
1764	0.958
1765	0.918
1766	0.971
1767	0.922
1768	0.847
1769	1.049
1770	1.083
1771	1.032
1772	0.904
1773	1.075
1774	1.034
1775	1.036
1776	1.002
1777	1.006
1778	1.063
1779	1.06
1780	0.921
1781	1.017
1782	1.057
1783	0.971
1784	0.993
1785	1.035
1786	1.076
1787	0.954
1788	0.945
1789	0.892
1790	0.954
1791	1.101
1792	1.052
1793	1.119
1794	1.132
1795	1.044
1796	1.113
1797	0.905
1798	1.11
1799	0.992
1800	1.088
1801	1.083
1802	0.964
1803	1.032
1804	1.058
1805	1.061
1806	0.93
1807	0.933
1808	0.843
1809	0.952
1810	1.0
1811	1.001
1812	1.032
1813	1.113
1814	1.071
1815	0.968
1816	0.978
1817	1.019
1818	1.057
1819	1.095
1820	1.108
1821	1.055
1822	1.101
1823	1.073
1824	1.031
1825	1.109
1826	1.056
1827	1.084
1828	1.085
1829	0.999
1830	1.033
1831	1.122
