# PAGES2kv2_NAm-cana231LMR443 - from PAGES Phase 2 v1.9.0
#-----------------------------------------------------------------------
#		World Data Center for Paleoclimatology, Boulder
#				and
#		NOAA Paleoclimatology Program
#-----------------------------------------------------------------------
# NOTE: Please cite Publication, and Online_Resource and date accessed when using these data.
# If there is no publication information, please cite Investigators, Title, and Online_Resource and date accessed.
#
#
# Online_Resource:
#
# Original_Source_URL:
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# Archive: Tree Rings
#--------------------
# Contribution_Date
#	Date: 2016-05-04
#--------------------
# Title
#	Study_Name: PAGES2kv2_NAm-cana231LMR443 - from PAGES Phase 2 v1.9.0
#--------------------
# Investigators
#	Investigators: Wilson, R.; Luckman, B.
#--------------------
# Description_and_Notes
#	Description: Data from PAGES second data collation effort.
#--------------------
# Publication
#	Authors: Wilson, R.; Luckman, B.
#	Published_Date_or_Year: 
#	Published_Title: 
#	Journal_Name: 
#	Volume: 
#	Edition:
#	Issue:
#	Pages: 
#	DOI: 
#	Online_Resource:
#	Full_Citation:
#	Abstract:
#--------------------
# Funding_Agency
#	
#	Grant:
#--------------------
# Site_Information
#	Site_Name: Park Mountain 
#	Location: 
#	Country: 
#	Northernmost_Latitude: 50.6
#	Southernmost_Latitude: 50.6
#	Easternmost_Longitude: -118.6
#	Westernmost_Longitude: -118.6
#	Elevation: 
#--------------------
# Data_Collection
#	Collection_Name: PAGES2kv2_NAm-cana231LMR443
#	Earliest_Year: 1528
#	Most_Recent_Year: 1997
#	Time_Unit: y_ad
#	Core_Length:
#	Notes: {"database":{"database1":"LMR","database2":"PAGES2"}}{"climateInterpretation":{"basis":"", "climateVariable":"T", "climateVariableDetail":"air", "interpDirection":"positive", "seasonality":"[6, 7, 8]"}}
#--------------------
# Species
#	Species_Name: 
#	Species_Code: 
#--------------------
# Chronology:
#
#
#
#--------------------
# Variables
#
# Data variables follow that are preceded by ## in columns one and two.
# Data line variables format:  Variables list, one per line, shortname-tab-longname-tab-longname components (9 components: what, material, error, units, seasonality, archive, detail, method, C or N for Character or Numeric data)
#
##age	age, , ,years AD, , , , ,N
##MXD	maximum latewood density, , , , "[6, 7, 8]", Tree Rings, , ,N
#
#--------------------
# Data:
# Data lines follow (have no #)
# Data line format - tab-delimited text, variable short name as header
# Missing Values: nan
#
age	MXD
1528	1.119
1529	1.12
1530	1.074
1531	1.096
1532	1.018
1533	1.051
1534	1.068
1535	1.064
1536	1.096
1537	1.045
1538	1.051
1539	1.02
1540	1.058
1541	1.054
1542	0.857
1543	1.04
1544	0.934
1545	1.053
1546	1.06
1547	1.071
1548	1.067
1549	1.052
1550	1.058
1551	1.016
1552	1.061
1553	1.035
1554	1.041
1555	1.02
1556	1.005
1557	1.028
1558	1.018
1559	0.992
1560	1.026
1561	1.027
1562	1.033
1563	0.99
1564	1.03
1565	1.059
1566	1.016
1567	0.994
1568	1.029
1569	0.882
1570	1.006
1571	0.946
1572	0.994
1573	0.873
1574	0.96
1575	0.964
1576	1.056
1577	0.907
1578	1.003
1579	0.921
1580	1.007
1581	0.993
1582	1.03
1583	1.016
1584	0.96
1585	1.002
1586	0.996
1587	0.89
1588	1.032
1589	0.748
1590	1.028
1591	1.033
1592	0.875
1593	1.029
1594	1.009
1595	1.07
1596	0.91
1597	0.815
1598	1.006
1599	1.003
1600	0.98
1601	0.736
1602	1.103
1603	1.03
1604	1.032
1605	1.082
1606	0.95
1607	0.954
1608	0.964
1609	1.062
1610	1.06
1611	0.956
1612	0.895
1613	0.945
1614	1.006
1615	0.958
1616	1.043
1617	1.02
1618	1.043
1619	1.069
1620	1.066
1621	1.069
1622	1.067
1623	1.028
1624	0.952
1625	1.005
1626	0.816
1627	1.019
1628	1.015
1629	0.901
1630	0.982
1631	1.023
1632	1.005
1633	1.059
1634	1.079
1635	1.039
1636	1.06
1637	0.929
1638	1.022
1639	0.956
1640	0.982
1641	0.661
1642	1.066
1643	0.96
1644	0.957
1645	1.091
1646	1.024
1647	0.936
1648	1.019
1649	1.097
1650	0.981
1651	1.015
1652	1.042
1653	1.05
1654	0.989
1655	0.934
1656	1.094
1657	0.921
1658	1.042
1659	0.858
1660	0.927
1661	1.055
1662	1.08
1663	1.076
1664	1.019
1665	0.971
1666	1.044
1667	1.013
1668	0.655
1669	0.723
1670	0.783
1671	1.006
1672	0.969
1673	1.058
1674	0.819
1675	1.086
1676	0.953
1677	1.06
1678	0.868
1679	1.162
1680	1.114
1681	0.968
1682	1.037
1683	1.046
1684	1.128
1685	0.741
1686	0.956
1687	1.09
1688	0.946
1689	1.1
1690	0.884
1691	1.018
1692	1.009
1693	0.977
1694	1.069
