# PAGES2kv2_NAm-id008LMR482 - from PAGES Phase 2 v1.9.0
#-----------------------------------------------------------------------
#		World Data Center for Paleoclimatology, Boulder
#				and
#		NOAA Paleoclimatology Program
#-----------------------------------------------------------------------
# NOTE: Please cite Publication, and Online_Resource and date accessed when using these data.
# If there is no publication information, please cite Investigators, Title, and Online_Resource and date accessed.
#
#
# Online_Resource:
#
# Original_Source_URL:
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# Archive: Tree Rings
#--------------------
# Contribution_Date
#	Date: 2016-05-04
#--------------------
# Title
#	Study_Name: PAGES2kv2_NAm-id008LMR482 - from PAGES Phase 2 v1.9.0
#--------------------
# Investigators
#	Investigators: Briffa, K.; Schweingruber, F.H.
#--------------------
# Description_and_Notes
#	Description: Data from PAGES second data collation effort.
#--------------------
# Publication
#	Authors: Briffa, K.; Schweingruber, F.H.
#	Published_Date_or_Year: 
#	Published_Title: 
#	Journal_Name: 
#	Volume: 
#	Edition:
#	Issue:
#	Pages: 
#	DOI: 
#	Online_Resource:
#	Full_Citation:
#	Abstract:
#--------------------
# Funding_Agency
#	
#	Grant:
#--------------------
# Site_Information
#	Site_Name: Galena Pass Sawtooth National Forest 
#	Location: 
#	Country: 
#	Northernmost_Latitude: 43.9
#	Southernmost_Latitude: 43.9
#	Easternmost_Longitude: -114.7
#	Westernmost_Longitude: -114.7
#	Elevation: 
#--------------------
# Data_Collection
#	Collection_Name: PAGES2kv2_NAm-id008LMR482
#	Earliest_Year: 1530
#	Most_Recent_Year: 1983
#	Time_Unit: y_ad
#	Core_Length:
#	Notes: {"database":{"database1":"LMR","database2":"PAGES2"}}{"climateInterpretation":{"basis":"", "climateVariable":"T", "climateVariableDetail":"air", "interpDirection":"positive", "seasonality":"[6, 7, 8]"}}
#--------------------
# Species
#	Species_Name: 
#	Species_Code: 
#--------------------
# Chronology:
#
#
#
#--------------------
# Variables
#
# Data variables follow that are preceded by ## in columns one and two.
# Data line variables format:  Variables list, one per line, shortname-tab-longname-tab-longname components (9 components: what, material, error, units, seasonality, archive, detail, method, C or N for Character or Numeric data)
#
##age	age, , ,years AD, , , , ,N
##MXD	maximum latewood density, , , , "[6, 7, 8]", Tree Rings, , ,N
#
#--------------------
# Data:
# Data lines follow (have no #)
# Data line format - tab-delimited text, variable short name as header
# Missing Values: nan
#
age	MXD
1530	0.951
1531	0.987
1532	0.971
1533	0.997
1534	0.978
1535	0.989
1536	0.939
1537	0.874
1538	0.952
1539	0.973
1540	0.959
1541	0.965
1542	0.966
1543	0.972
1544	0.988
1545	0.979
1546	0.964
1547	1.012
1548	0.967
1549	1.009
1550	0.917
1551	0.964
1552	0.955
1553	0.94
1554	0.962
1555	1.005
1556	0.954
1557	0.912
1558	0.955
1559	0.941
1560	0.963
1561	0.984
1562	0.985
1563	1.002
1564	0.998
1565	0.993
1566	0.963
1567	0.974
1568	1.001
1569	1.008
1570	0.998
1571	1.042
1572	1.0
1573	1.001
1574	0.976
1575	1.019
1576	1.021
1577	0.973
1578	1.012
1579	0.991
1580	1.003
1581	1.042
1582	1.021
1583	1.001
1584	1.007
1585	1.008
1586	1.003
1587	0.944
1588	0.972
1589	1.006
1590	1.001
1591	1.041
1592	1.02
1593	0.966
1594	1.011
1595	0.968
1596	0.897
1597	0.992
1598	1.009
1599	0.988
1600	1.036
1601	0.783
1602	0.999
1603	0.995
1604	0.889
1605	1.0
1606	1.037
1607	1.014
1608	1.023
1609	0.997
1610	1.058
1611	1.029
1612	0.907
1613	1.029
1614	1.003
1615	1.023
1616	1.006
1617	1.068
1618	1.083
1619	1.044
1620	1.036
1621	0.944
1622	0.992
1623	1.028
1624	0.949
1625	0.988
1626	0.972
1627	1.022
1628	1.005
1629	0.955
1630	1.036
1631	1.011
1632	0.956
1633	1.01
1634	1.02
1635	1.08
1636	1.029
1637	1.049
1638	1.038
1639	1.048
1640	1.014
1641	0.951
1642	1.049
1643	1.033
1644	1.032
1645	1.107
1646	1.05
1647	1.06
1648	1.068
1649	1.091
1650	1.074
1651	1.089
1652	1.024
1653	1.098
1654	1.028
1655	1.022
1656	1.032
1657	0.993
1658	1.056
1659	0.999
1660	0.968
1661	1.082
1662	1.005
1663	1.03
1664	0.986
1665	1.017
1666	1.017
1667	1.021
1668	0.855
1669	0.906
1670	0.961
1671	0.986
1672	1.013
1673	1.001
1674	0.885
1675	0.985
1676	0.975
1677	1.06
1678	0.924
1679	1.021
1680	0.964
1681	1.006
1682	0.998
1683	0.967
1684	1.002
1685	0.967
1686	0.961
1687	0.986
1688	0.944
1689	1.002
1690	0.977
1691	0.995
1692	0.944
1693	1.019
1694	0.983
1695	0.954
1696	0.806
1697	0.954
1698	0.931
1699	0.87
1700	0.89
1701	0.939
1702	0.86
1703	1.02
1704	0.984
1705	0.99
