# PAGES2kv2_NAm-wy023LMR515 - from PAGES Phase 2 v1.9.0
#-----------------------------------------------------------------------
#		World Data Center for Paleoclimatology, Boulder
#				and
#		NOAA Paleoclimatology Program
#-----------------------------------------------------------------------
# NOTE: Please cite Publication, and Online_Resource and date accessed when using these data.
# If there is no publication information, please cite Investigators, Title, and Online_Resource and date accessed.
#
#
# Online_Resource:
#
# Original_Source_URL:
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# Archive: Tree Rings
#--------------------
# Contribution_Date
#	Date: 2016-05-04
#--------------------
# Title
#	Study_Name: PAGES2kv2_NAm-wy023LMR515 - from PAGES Phase 2 v1.9.0
#--------------------
# Investigators
#	Investigators: Briffa, K.; Schweingruber, F.H.
#--------------------
# Description_and_Notes
#	Description: Data from PAGES second data collation effort.
#--------------------
# Publication
#	Authors: Briffa, K.; Schweingruber, F.H.
#	Published_Date_or_Year: 
#	Published_Title: 
#	Journal_Name: 
#	Volume: 
#	Edition:
#	Issue:
#	Pages: 
#	DOI: 
#	Online_Resource:
#	Full_Citation:
#	Abstract:
#--------------------
# Funding_Agency
#	
#	Grant:
#--------------------
# Site_Information
#	Site_Name: Sylvan Pass bei Cody 
#	Location: 
#	Country: 
#	Northernmost_Latitude: 44.4
#	Southernmost_Latitude: 44.4
#	Easternmost_Longitude: -110.1
#	Westernmost_Longitude: -110.1
#	Elevation: 
#--------------------
# Data_Collection
#	Collection_Name: PAGES2kv2_NAm-wy023LMR515
#	Earliest_Year: 1388
#	Most_Recent_Year: 1983
#	Time_Unit: y_ad
#	Core_Length:
#	Notes: {"database":{"database1":"LMR","database2":"PAGES2"}}{"climateInterpretation":{"basis":"", "climateVariable":"T", "climateVariableDetail":"air", "interpDirection":"positive", "seasonality":"[6, 7, 8]"}}
#--------------------
# Species
#	Species_Name: 
#	Species_Code: 
#--------------------
# Chronology:
#
#
#
#--------------------
# Variables
#
# Data variables follow that are preceded by ## in columns one and two.
# Data line variables format:  Variables list, one per line, shortname-tab-longname-tab-longname components (9 components: what, material, error, units, seasonality, archive, detail, method, C or N for Character or Numeric data)
#
##age	age, , ,years AD, , , , ,N
##MXD	maximum latewood density, , , , "[6, 7, 8]", Tree Rings, , ,N
#
#--------------------
# Data:
# Data lines follow (have no #)
# Data line format - tab-delimited text, variable short name as header
# Missing Values: nan
#
age	MXD
1388	0.851
1389	0.928
1390	1.027
1391	1.006
1392	0.992
1393	0.957
1394	0.979
1395	1.011
1396	1.003
1397	1.013
1398	1.031
1399	0.98
1400	0.982
1401	1.008
1402	1.009
1403	0.963
1404	1.004
1405	0.991
1406	0.998
1407	0.994
1408	0.981
1409	1.0
1410	1.014
1411	1.007
1412	1.008
1413	0.991
1414	0.965
1415	0.989
1416	0.968
1417	1.023
1418	0.989
1419	1.043
1420	0.954
1421	1.001
1422	0.983
1423	1.02
1424	1.026
1425	1.027
1426	1.028
1427	0.97
1428	1.012
1429	1.009
1430	1.028
1431	0.974
1432	1.021
1433	0.999
1434	1.014
1435	0.992
1436	1.02
1437	1.003
1438	0.958
1439	1.023
1440	0.978
1441	0.965
1442	0.994
1443	0.943
1444	1.046
1445	0.996
1446	1.025
1447	0.947
1448	0.975
1449	0.953
1450	0.865
1451	0.997
1452	1.002
1453	1.013
1454	1.004
1455	0.986
1456	0.954
1457	0.964
1458	0.998
1459	0.956
1460	0.992
1461	0.968
1462	1.014
1463	0.959
1464	0.941
1465	0.898
1466	0.922
1467	0.945
1468	0.953
1469	1.035
1470	1.014
1471	1.017
1472	0.941
1473	0.931
1474	0.83
1475	0.911
1476	1.011
1477	1.001
1478	1.003
1479	0.955
1480	0.949
1481	0.984
1482	0.978
1483	1.009
1484	0.976
1485	0.965
1486	0.974
1487	1.015
1488	1.026
1489	1.061
1490	1.017
1491	1.018
1492	1.031
1493	0.985
1494	0.981
1495	1.013
1496	0.962
1497	0.99
1498	0.952
1499	0.99
1500	0.978
1501	1.026
1502	0.994
1503	0.979
1504	0.98
1505	0.987
1506	1.004
1507	0.984
1508	0.966
1509	0.966
1510	1.007
1511	0.997
1512	1.019
1513	0.963
1514	0.921
1515	1.001
1516	0.97
1517	0.976
1518	1.01
1519	0.985
1520	1.02
1521	0.991
1522	0.983
1523	0.94
1524	0.974
1525	1.01
1526	0.979
1527	0.988
1528	1.015
1529	1.015
1530	0.992
1531	1.048
1532	0.967
1533	1.001
1534	1.042
1535	1.001
1536	0.918
1537	0.957
1538	0.982
1539	0.911
1540	0.964
1541	0.976
1542	1.015
1543	0.978
1544	0.972
1545	0.965
1546	0.968
1547	0.98
1548	0.971
1549	0.957
1550	1.02
1551	1.01
1552	1.001
1553	0.99
1554	1.005
1555	1.042
1556	1.032
1557	0.946
1558	0.925
1559	0.919
1560	0.97
1561	1.053
1562	1.045
1563	0.981
1564	0.988
1565	1.021
1566	0.963
1567	0.987
1568	0.988
1569	0.993
1570	1.024
1571	1.023
1572	1.032
1573	0.998
1574	0.992
1575	0.967
1576	1.015
1577	0.951
1578	0.989
1579	0.987
1580	0.978
1581	1.042
1582	0.988
1583	0.971
1584	1.054
1585	0.964
1586	1.062
1587	0.955
1588	0.998
1589	0.961
1590	0.997
1591	1.027
1592	1.039
1593	0.966
1594	0.971
1595	0.967
1596	0.882
1597	0.988
1598	1.02
1599	1.001
1600	0.991
1601	0.89
1602	1.034
1603	1.009
1604	0.935
1605	1.028
1606	0.998
1607	1.035
1608	0.956
1609	0.914
1610	0.986
1611	0.973
1612	1.009
1613	1.073
1614	1.024
1615	1.037
1616	1.02
1617	1.022
1618	1.036
1619	1.06
1620	1.061
1621	0.898
1622	0.991
1623	1.01
1624	0.941
1625	1.02
1626	0.994
1627	1.035
1628	1.006
1629	0.971
1630	1.052
1631	1.113
1632	1.112
1633	1.032
1634	1.06
1635	1.079
1636	1.053
1637	1.024
1638	1.055
1639	1.086
1640	1.033
1641	0.98
1642	1.044
1643	0.987
1644	0.961
1645	1.033
1646	1.032
1647	1.096
1648	1.012
1649	1.06
1650	1.005
1651	1.046
1652	1.011
1653	1.085
1654	1.065
1655	1.053
1656	1.021
1657	0.993
1658	1.032
1659	1.023
1660	0.967
1661	1.059
1662	1.014
1663	1.046
1664	1.022
1665	1.025
1666	1.026
1667	1.057
1668	0.965
1669	0.971
1670	0.996
1671	0.981
1672	1.061
1673	0.933
1674	0.98
1675	1.027
1676	0.998
1677	1.064
1678	1.024
1679	1.054
1680	1.007
1681	1.051
1682	0.998
1683	1.004
1684	1.038
1685	1.001
1686	1.059
1687	1.043
1688	1.001
1689	1.01
1690	1.031
1691	0.991
1692	0.951
