# PAGES2kv2_NAm-wy025LMR518 - from PAGES Phase 2 v1.9.0
#-----------------------------------------------------------------------
#		World Data Center for Paleoclimatology, Boulder
#				and
#		NOAA Paleoclimatology Program
#-----------------------------------------------------------------------
# NOTE: Please cite Publication, and Online_Resource and date accessed when using these data.
# If there is no publication information, please cite Investigators, Title, and Online_Resource and date accessed.
#
#
# Online_Resource:
#
# Original_Source_URL:
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# Archive: Tree Rings
#--------------------
# Contribution_Date
#	Date: 2016-05-04
#--------------------
# Title
#	Study_Name: PAGES2kv2_NAm-wy025LMR518 - from PAGES Phase 2 v1.9.0
#--------------------
# Investigators
#	Investigators: Briffa, K.; Schweingruber, F.H.
#--------------------
# Description_and_Notes
#	Description: Data from PAGES second data collation effort.
#--------------------
# Publication
#	Authors: Briffa, K.; Schweingruber, F.H.
#	Published_Date_or_Year: 
#	Published_Title: 
#	Journal_Name: 
#	Volume: 
#	Edition:
#	Issue:
#	Pages: 
#	DOI: 
#	Online_Resource:
#	Full_Citation:
#	Abstract:
#--------------------
# Funding_Agency
#	
#	Grant:
#--------------------
# Site_Information
#	Site_Name: Togwatee Pass 
#	Location: 
#	Country: 
#	Northernmost_Latitude: 43.7
#	Southernmost_Latitude: 43.7
#	Easternmost_Longitude: -110.1
#	Westernmost_Longitude: -110.1
#	Elevation: 
#--------------------
# Data_Collection
#	Collection_Name: PAGES2kv2_NAm-wy025LMR518
#	Earliest_Year: 1672
#	Most_Recent_Year: 1983
#	Time_Unit: y_ad
#	Core_Length:
#	Notes: {"database":{"database1":"LMR","database2":"PAGES2"}}{"climateInterpretation":{"basis":"", "climateVariable":"T", "climateVariableDetail":"air", "interpDirection":"positive", "seasonality":"[6, 7, 8]"}}
#--------------------
# Species
#	Species_Name: 
#	Species_Code: 
#--------------------
# Chronology:
#
#
#
#--------------------
# Variables
#
# Data variables follow that are preceded by ## in columns one and two.
# Data line variables format:  Variables list, one per line, shortname-tab-longname-tab-longname components (9 components: what, material, error, units, seasonality, archive, detail, method, C or N for Character or Numeric data)
#
##age	age, , ,years AD, , , , ,N
##MXD	maximum latewood density, , , , "[6, 7, 8]", Tree Rings, , ,N
#
#--------------------
# Data:
# Data lines follow (have no #)
# Data line format - tab-delimited text, variable short name as header
# Missing Values: nan
#
age	MXD
1672	0.955
1673	0.9
1674	0.867
1675	0.934
1676	0.935
1677	1.014
1678	0.924
1679	0.925
1680	0.936
1681	0.993
1682	1.046
1683	1.059
1684	1.131
1685	1.069
1686	1.073
1687	0.99
1688	1.012
1689	1.058
1690	1.033
1691	1.033
1692	1.037
1693	1.028
1694	1.03
1695	0.972
1696	1.006
1697	0.969
1698	0.903
1699	0.928
1700	0.931
1701	0.952
1702	0.975
1703	1.039
1704	0.995
1705	0.974
1706	0.993
1707	0.987
1708	1.035
1709	0.939
1710	0.989
1711	1.043
1712	1.046
1713	0.991
1714	0.958
1715	0.973
1716	1.025
1717	0.991
1718	1.009
1719	0.985
1720	1.015
1721	1.062
1722	0.995
1723	1.007
1724	1.031
1725	0.675
1726	0.929
1727	0.859
1728	1.06
1729	0.974
1730	0.964
1731	0.959
1732	0.895
1733	0.944
1734	0.98
1735	1.044
1736	0.894
1737	1.061
1738	1.015
1739	1.041
1740	0.897
1741	1.032
1742	1.041
1743	1.052
1744	1.047
1745	0.95
1746	1.018
1747	1.09
1748	1.012
1749	1.003
1750	0.949
1751	1.072
1752	0.997
1753	0.982
1754	1.015
1755	0.975
1756	1.107
1757	1.057
1758	1.013
1759	1.096
1760	0.934
1761	0.987
1762	1.003
1763	0.826
1764	0.969
1765	1.07
1766	1.003
1767	0.988
1768	1.015
1769	0.953
1770	1.056
1771	0.995
1772	1.068
1773	1.001
1774	1.113
1775	0.934
1776	1.075
1777	0.928
1778	1.034
1779	0.839
1780	1.056
1781	1.02
1782	0.946
1783	1.036
1784	1.023
1785	0.999
1786	0.992
1787	0.807
1788	1.014
1789	0.977
1790	0.871
1791	1.054
1792	1.011
1793	1.08
1794	1.061
1795	1.028
1796	1.089
1797	0.993
1798	1.072
1799	1.099
1800	1.122
1801	0.925
1802	1.082
1803	1.047
1804	1.099
1805	0.998
1806	1.092
1807	1.045
1808	1.063
1809	0.946
1810	0.849
1811	0.876
1812	1.082
1813	1.033
1814	1.085
1815	0.993
1816	1.1
1817	0.983
1818	0.94
1819	0.896
1820	0.977
1821	1.062
1822	1.05
1823	1.087
1824	1.01
1825	1.118
1826	1.009
1827	0.982
1828	0.961
1829	1.106
1830	1.044
1831	0.915
1832	0.947
1833	0.95
1834	1.12
1835	0.842
1836	1.055
1837	0.773
1838	0.931
1839	1.054
1840	1.032
1841	1.119
1842	1.049
1843	0.987
1844	1.097
1845	0.971
1846	1.061
1847	0.985
1848	0.916
1849	0.874
1850	0.994
1851	1.036
1852	1.036
1853	1.077
1854	1.06
1855	1.067
1856	1.068
1857	1.06
1858	0.987
1859	0.998
1860	1.023
1861	0.973
1862	0.99
1863	1.11
1864	1.09
1865	1.031
1866	0.753
1867	1.03
1868	0.992
1869	1.063
1870	0.999
1871	1.061
1872	0.975
1873	0.996
1874	0.988
1875	0.843
1876	0.933
1877	1.024
1878	1.088
1879	1.097
1880	0.846
1881	1.094
1882	1.068
1883	0.965
1884	0.938
1885	0.947
1886	1.022
1887	1.038
1888	0.99
1889	1.022
1890	0.933
1891	0.993
1892	0.929
1893	0.957
1894	1.078
1895	1.012
1896	0.996
1897	1.065
1898	1.028
1899	0.865
1900	1.04
1901	0.986
1902	1.036
1903	1.013
1904	0.995
1905	0.975
1906	0.9
1907	0.814
1908	0.862
1909	0.989
1910	1.107
1911	0.996
1912	0.816
1913	1.009
1914	1.033
1915	0.942
1916	0.92
1917	0.959
1918	0.98
1919	1.072
1920	0.942
1921	1.072
1922	1.065
1923	0.92
1924	1.026
1925	0.941
1926	1.018
1927	0.882
1928	1.02
1929	1.054
1930	1.027
1931	1.092
1932	1.05
1933	1.077
1934	1.041
1935	1.019
1936	1.008
1937	1.061
1938	1.013
1939	1.046
1940	0.992
1941	0.898
1942	1.01
1943	0.953
1944	0.996
1945	0.882
1946	1.057
1947	0.979
1948	1.027
1949	1.087
1950	1.032
1951	0.874
1952	1.035
1953	1.027
1954	0.974
1955	1.061
1956	1.095
1957	1.023
1958	1.017
1959	1.003
1960	1.027
1961	1.001
1962	0.945
1963	1.025
1964	0.869
1965	0.938
1966	1.038
1967	1.008
1968	0.83
1969	1.081
1970	1.03
1971	1.056
1972	0.996
1973	0.98
1974	0.943
1975	0.897
1976	1.026
1977	1.016
1978	0.995
1979	1.009
1980	0.97
1981	1.041
1982	1.003
1983	1.059
