# PAGES2kv2_Ant-DomeC_Jouzel_2001LMR8 - from PAGES Phase 2 v1.9.0
#-----------------------------------------------------------------------
#		World Data Center for Paleoclimatology, Boulder
#				and
#		NOAA Paleoclimatology Program
#-----------------------------------------------------------------------
# NOTE: Please cite Publication, and Online_Resource and date accessed when using these data.
# If there is no publication information, please cite Investigators, Title, and Online_Resource and date accessed.
#
#
# Online_Resource:
#
# Original_Source_URL:
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# Archive: Ice Cores
#--------------------
# Contribution_Date
#	Date: 2016-05-04
#--------------------
# Title
#	Study_Name: PAGES2kv2_Ant-DomeC_Jouzel_2001LMR8 - from PAGES Phase 2 v1.9.0
#--------------------
# Investigators
#	Investigators: Jouzel, Jean; Stenni, Barbara
#--------------------
# Description_and_Notes
#	Description: Data from PAGES second data collation effort.
#--------------------
# Publication
#	Authors: Jouzel, Jean; Stenni, Barbara
#	Published_Date_or_Year: 
#	Published_Title: 
#	Journal_Name: 
#	Volume: 
#	Edition:
#	Issue:
#	Pages: 
#	DOI: 
#	Online_Resource:
#	Full_Citation:
#	Abstract:
#--------------------
# Funding_Agency
#	
#	Grant:
#--------------------
# Site_Information
#	Site_Name: Dome C
#	Location: 
#	Country: 
#	Northernmost_Latitude: -75.1
#	Southernmost_Latitude: -75.1
#	Easternmost_Longitude: 123.39
#	Westernmost_Longitude: 123.39
#	Elevation: 
#--------------------
# Data_Collection
#	Collection_Name: PAGES2kv2_Ant-DomeC_Jouzel_2001LMR8
#	Earliest_Year: 2.6
#	Most_Recent_Year: 1910.2775
#	Time_Unit: y_ad
#	Core_Length:
#	Notes: {"duplicate":"07Epic02b.txt"} {"database":"PAGES2"}{"climateInterpretation":{"basis":"", "climateVariable":"T", "climateVariableDetail":"air", "interpDirection":"positive", "seasonality":"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]"}}
#--------------------
# Species
#	Species_Name: 
#	Species_Code: 
#--------------------
# Chronology:
#
#
#
#--------------------
# Variables
#
# Data variables follow that are preceded by ## in columns one and two.
# Data line variables format:  Variables list, one per line, shortname-tab-longname-tab-longname components (9 components: what, material, error, units, seasonality, archive, detail, method, C or N for Character or Numeric data)
#
##age	age, , ,years AD, , , , ,N
##dD	deuterium isotope ratio, , , permil, "[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]", Ice Cores, , ,N
#
#--------------------
# Data:
# Data lines follow (have no #)
# Data line format - tab-delimited text, variable short name as header
# Missing Values: nan
#
age	dD
1910.2775	-385.1
1901.6115	-377.8
1892.9455	-394.1
1883.6156	-398.7
1874.2857	-395.9
1864.9558	-395.9
1855.13486667	-399.3
1845.3139333	-391.4
1835.493	-399.5
1825.329	-402.9
1815.165	-393.9
1805.001	-398.6
1794.5563333	-389.8
1784.1116667	-394.5
1773.667	-400.5
1763.265	-403.6
1752.863	-393.1
1742.461	-410.9
1731.6486667	-393.6
1720.8363333	-391.1
1710.024	-391.9
1698.6156667	-396.3
1687.2073333	-397.0
1675.799	-404.7
1663.8346667	-398.2
1651.8703333	-395.2
1639.906	-403.5
1627.7246667	-398.6
1615.5433333	-399.7
1603.362	-396.0
1590.6103333	-400.2
1577.8586667	-401.6
1565.107	-405.4
1552.1583333	-399.0
1539.2096667	-396.9
1526.261	-394.9
1513.6063333	-406.6
1500.9516667	-395.2
1488.297	-395.3
1475.464	-399.5
1462.631	-401.0
1449.798	-393.6
1436.5786667	-410.4
1423.3593333	-401.3
1410.14	-398.3
1396.9193333	-388.5
1383.6986667	-391.9
1370.478	-400.8
1357.6033333	-387.7
1344.7286667	-401.4
1331.854	-401.0
1319.3016667	-387.3
1306.7493333	-390.2
1294.197	-394.5
1280.55	-401.9
1266.903	-399.8
1253.256	-399.9
1238.7506667	-399.1
1224.2453333	-401.9
1209.74	-404.8
1195.14	-401.6
1180.54	-396.7
1165.94	-397.1
1152.3606667	-394.2
1138.7813333	-395.9
1125.202	-392.7
1112.4526667	-390.4
1099.7033333	-389.0
1086.954	-387.0
1073.3226667	-402.3
1059.6913333	-392.5
1046.06	-404.6
1031.4513333	-390.5
1016.8426667	-402.3
1002.234	-400.1
987.3013333	-399.4
972.3686667	-400.6
957.436	-393.8
942.614	-398.5
927.792	-398.7
912.97	-401.8
898.536667	-395.2
884.103333	-390.1
869.67	-393.9
854.89	-400.6
840.11	-400.9
825.33	-391.7
810.41	-399.3
795.49	-386.7
780.57	-401.5
766.336667	-398.1
752.103333	-390.4
737.87	-389.8
723.543333	-390.7
709.216667	-399.3
694.89	-392.5
679.823333	-393.8
664.756667	-394.4
649.69	-397.0
634.606667	-397.8
619.523333	-388.6
604.44	-394.7
589.526667	-390.6
574.613333	-397.0
559.7	-386.6
545.166667	-390.6
530.633333	-397.0
516.1	-396.1
499.82	-398.9
483.54	-400.2
467.26	-398.7
451.206667	-389.7
435.153333	-401.6
419.1	-397.9
403.11	-399.2
387.12	-397.6
371.13	-390.5
354.92	-401.5
338.71	-395.7
322.5	-394.5
305.733333	-402.9
288.966667	-401.0
272.2	-391.5
255.493333	-403.4
238.786667	-393.4
222.08	-393.8
205.193333	-400.8
188.306667	-399.3
171.42	-396.6
154.526667	-395.3
137.633333	-392.6
120.74	-404.4
103.37	-394.4
86.0	-402.2
68.63	-401.9
52.176667	-393.8
35.723333	-402.3
19.27	-385.1
2.6	-395.9
